20260630 222500;30528.5;30531;30527.75;30529.5;162
20260630 222600;30529.5;30531.75;30525.75;30531.5;279
20260630 222700;30531.5;30532.5;30527;30531.25;283
20260630 222800;30531;30535;30530;30533.75;407
20260630 222900;30532.75;30534;30529.25;30530.25;231
20260630 223000;30530.25;30534.5;30530.25;30532.5;300
20260630 223100;30532.25;30533;30525.5;30529.75;517
20260630 223200;30530;30530.5;30523;30525;421
20260630 223300;30525;30527.25;30516.75;30523.5;852
20260630 223400;30524;30525.75;30515.75;30521.5;610
20260630 223500;30521.5;30522.5;30512.25;30515.75;823
20260630 223600;30515;30516.5;30508.75;30510.5;774
20260630 223700;30511.25;30515.75;30510.25;30514;415
20260630 223800;30514;30515.75;30507;30512.25;540
20260630 223900;30511.75;30515.5;30511.25;30514.25;266
20260630 224000;30514;30520.25;30514;30515.5;694
20260630 224100;30515.5;30519.5;30514.25;30518.5;367
20260630 224200;30518.75;30520.75;30515.75;30516.25;441
20260630 224300;30516.25;30518;30515.5;30515.75;113
20260630 224400;30516.25;30519.25;30514;30517.25;267
20260630 224500;30517.25;30517.75;30514.75;30516;116
20260630 224600;30515.75;30516.75;30505.25;30507.75;708
20260630 224700;30507.75;30512;30506.5;30511.75;491
20260630 224800;30511.75;30512;30503;30506;484
20260630 224900;30506.25;30509.75;30505;30507.75;408
20260630 225000;30507.75;30513;30506;30512.25;498
20260630 225100;30512.25;30512.75;30501.75;30505.5;670
20260630 225200;30505.75;30506.75;30501.75;30503.75;323
20260630 225300;30503;30505.75;30500.5;30503.75;307
20260630 225400;30504.25;30504.25;30498;30501.25;590
20260630 225500;30501.25;30505;30501;30502.5;343
20260630 225600;30502;30503;30501;30503;139
20260630 225700;30502.75;30511.5;30502;30510;732
20260630 225800;30509.75;30514.25;30506.75;30509.75;487
20260630 225900;30510.25;30510.25;30503.25;30506.5;342
20260630 230000;30506.25;30510.75;30504.75;30510.5;351
20260630 230100;30510.5;30520.75;30509.25;30511.75;1126
20260630 230200;30511.75;30516.5;30511;30511.75;374
20260630 230300;30512;30528.25;30511.25;30522.5;1054
20260630 230400;30523;30524.5;30518;30518.25;564
20260630 230500;30518.75;30520.5;30514.75;30518.75;386
20260630 230600;30519.5;30522.75;30516;30520.5;411
20260630 230700;30520.5;30525.5;30518.75;30518.75;641
20260630 230800;30518.75;30527.5;30516.25;30527.25;626
20260630 230900;30527;30541.25;30527;30532;1376
20260630 231000;30531.5;30538.25;30528.75;30535;523
20260630 231100;30534.5;30535.25;30530.5;30531;376
20260630 231200;30531.25;30531.25;30527;30528.5;316
20260630 231300;30528.5;30530;30526;30527.5;253
20260630 231400;30526.75;30528.5;30518.25;30519.75;543
20260630 231500;30520;30525;30519.75;30522.5;403
20260630 231600;30523.5;30524;30517.75;30519;304
20260630 231700;30518.25;30527.25;30517.5;30526.75;470
20260630 231800;30527;30528.75;30525.25;30526;397
20260630 231900;30526.75;30532;30523.5;30531.25;388
20260630 232000;30531.25;30535.5;30529.25;30529.5;377
20260630 232100;30529.75;30530.5;30525.5;30529.25;336
