qld_time,timestamp,symbol,side,price,size_usd,remaining_usd
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,10173998.75,10173998.75
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,7679102.4,7679102.4
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,6543480.25,6543480.25
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,5995454.4,5995454.4
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,5692497.02,5692497.02
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,5642975.8,5642975.8
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,5075711.77,5075711.77
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,4094610.75,4094610.75
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,3845933.95,3845933.95
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,3643110.11,3643110.11
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,3301998.15,3301998.15
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,3176599.18,3176599.18
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,3161888.47,3161888.47
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,3159284.43,3159284.43
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2975415.44,2975415.44
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2844954.98,2844954.98
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2829422.44,2829422.44
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2820997,2820997
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2741544.93,2741544.93
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2731250.16,2731250.16
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2648358.22,2648358.22
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,2602683.91,2602683.91
