time,agg_taker_buy_vol,agg_taker_sell_vol,cum_vol_delta
1778781600000,46913564.755,30789735.2095,-1204768229.6609
1778785200000,18560224.6958,26818525.1467,-1213026530.1118
1778788800000,14121214.9623,19218798.1312,-1218124113.2807
1778792400000,14364075.1237,11349250.8764,-1215109289.0334
1778796000000,10465922.9218,8801364.8581,-1213444730.9697
1778799600000,13480439.2386,23376962.2859,-1223341254.017
1778803200000,20104445.7965,18833558.7598,-1222070366.9803
1778806800000,16581991.7433,38533479.9115,-1244021855.1485
1778810400000,28774800.8669,50048725.0733,-1265295779.3549
1778814000000,11873061.6218,27895724.5581,-1281318442.2912
1778817600000,9029743.6075,13653172.9489,-1285941871.6326
1778821200000,42723823.1708,63421278.2512,-1306639326.713
1778824800000,20736105.4572,26062005.4663,-1311965226.7221
1778828400000,28137536.0015,20259489.2547,-1304087179.9753
1778832000000,20775996.3584,22254630.2267,-1305565813.8436
1778835600000,11447548.849,12259648.2529,-1306377913.2475
1778839200000,15900232.9284,14809882.2582,-1305287562.5773
1778842800000,11759476.5214,11792198.8626,-1305320284.9185
1778846400000,13470029.9047,15672689.1363,-1307522944.1501
1778850000000,79965976.9331,118761813.2078,-1346318780.4248
1778853600000,64045314.7081,70117491.4416,-1352390957.1583
1778857200000,25434453.7193,20545491.7751,-1347501995.2141
1778860800000,21413310.4287,21664941.5233,-1347753626.3087
1778864400000,17177486.0489,14681237.3532,-1345257377.613
1778868000000,17864020.2274,14780614.0176,-1342173971.4032
1778871600000,9072472.1929,12052185.5038,-1345153684.7141
1778875200000,10971220.4987,17019054.0891,-1351201518.3045
1778878800000,8579900.8184,12057215.7692,-1354678833.2553
1778882400000,7637758.9554,8411736.3767,-1355452810.6766
1778886000000,6982637.5443,5333505.2096,-1353803678.3419
1778889600000,8425897.4985,6038595.3428,-1351416376.1862
1778893200000,5675254.699,6671033.8342,-1352412155.3214
1778896800000,6054404.7377,4959165.6842,-1351316916.2679
1778900400000,4633059.2578,5162294.6053,-1351846151.6154
1778904000000,8926476.6292,10658565.0482,-1353578240.0344
1778907600000,4763304.2994,4545251.0567,-1353360186.7917
1778911200000,13685671.3727,18693866.3497,-1358368381.7687
1778914800000,77800300.971,80799191.4937,-1361367272.2914
1778918400000,11768189.1731,12740929.3228,-1362340012.4411
1778922000000,46273571.1857,68289693.407,-1384356134.6624
1778925600000,25776163.7539,36839183.1721,-1395419154.0806
1778929200000,21097964.1362,16931804.6174,-1391252994.5618
1778932800000,13010234.6166,11408816.9506,-1389651576.8958
1778936400000,12942153.0426,15221088.1093,-1391930511.9625
1778940000000,18152864.5048,17751104.3788,-1391528751.8365
1778943600000,11285715.0344,18862087.0672,-1399105123.8693
1778947200000,15275877.5072,28636606.9653,-1412465853.3274
1778950800000,6627421.5017,6194593.5411,-1412033025.3668
1778954400000,8971611.579,4449610.7457,-1407511024.5335
1778958000000,5302125.5483,4634787.9403,-1406843686.9255
1778961600000,5513929.3341,4772951.8771,-1406102709.4685
1778965200000,6385432.1157,6559906.9261,-1406277184.2789
1778968800000,3440744.4178,4172148.5408,-1407008588.4019
1778972400000,3946913.6282,4668523.0272,-1407730197.8009
1778976000000,13642740.6988,16961031.8693,-1411048488.9714
1778979600000,17753466.3867,21763035.6241,-1415058058.2088
1778983200000,7418838.8615,6433301.3848,-1414072520.7321
1778986800000,9361691.1145,6389636.1774,-1411100465.795
1778990400000,12498106.8506,9864523.9397,-1408466882.8841
1778994000000,11399206.6267,9039535.6381,-1406107211.8955
1778997600000,4945116.7516,7590183.5657,-1408752278.7096
1779001200000,5963469.4341,6517318.4481,-1409306127.7236
1779004800000,4860425.9766,4609500.2323,-1409055201.9793
1779008400000,6860913.4225,6510490.7838,-1408704779.3406
1779012000000,17042664.3655,11679721.1515,-1403341836.1266
1779015600000,8397814.9292,11903083.7315,-1406847104.9289
1779019200000,7490440.0336,9089568.6206,-1408446233.5159
1779022800000,7282170.313,10251503.5735,-1411415566.7764
1779026400000,12169754.1222,37005256.3162,-1436251068.9704
1779030000000,9963231.0335,30096755.8186,-1456384593.7555
1779033600000,8519905.7768,25969764.0087,-1473834451.9874
1779037200000,8899200.4375,9020026.6557,-1473955278.2056
1779040800000,6366130.7536,5307103.4198,-1472896250.8718
1779044400000,7225392.0815,5844627.3939,-1471515486.1842
1779048000000,16907178.6708,17559628.7839,-1472167936.2973
1779051600000,7212572.0512,5531798.6869,-1470487162.933
1779055200000,18109987.4816,23959706.3982,-1476336881.8496
1779058800000,146165532.5183,160236003.0805,-1490407352.4118
1779062400000,69211492.8702,84056807.9383,-1505252667.4799
1779066000000,26305283.6553,29409304.4138,-1508356688.2384
1779069600000,18883099.6129,19948937.2813,-1509422525.9068
1779073200000,16170942.1803,15892063.0025,-1509143646.729
1779076800000,11629954.938,15640743.622,-1513154435.413
1779080400000,10149649.1806,14203275.1589,-1517208061.3913
1779084000000,3209683.0042,2898352.5851,-1516896730.9722
1779087600000,24458100.8271,19009817.862,-1511448448.0071
1779091200000,17390483.7818,13946968.0595,-1508004932.2848
1779094800000,7629298.401,7988158.2768,-1508363792.1606
1779098400000,11097413.6639,14092457.5597,-1511358836.0564
1779102000000,36731704.6092,28448356.6755,-1503075488.1227
1779105600000,48649645.4902,51068453.642,-1505494296.2745
1779109200000,43410260.8411,53753941.1492,-1515837976.5826
1779112800000,61050102.562,67154053.6223,-1521941927.6429
1779116400000,52081356.0799,58976886.0957,-1528837457.6587
1779120000000,28218671.2708,36697425.4064,-1537316211.7943
1779123600000,18347023.1215,17875138.5303,-1536844327.2031
1779127200000,45725187.7184,53710493.967,-1544829633.4517
1779130800000,69039863.781,58282747.8244,-1534072517.4951
1779134400000,17879142.2319,21822971.5757,-1538016346.8389
1779138000000,29856664.9217,22489829.3789,-1530649511.2961
1779141600000,22031823.1985,24745735.5555,-1533363423.6531
1779145200000,10359313.5782,7961786.0927,-1530965896.1676
1779148800000,16331392.8461,12086133.9604,-1526720637.2819
1779152400000,14567824.6779,15747296.2298,-1527900108.8338
1779156000000,33692404.7597,35085500.1313,-1529293204.2054
1779159600000,38670942.4595,35233607.658,-1525855869.4039
1779163200000,13425046.0025,14286635.4231,-1526717458.8245
1779166800000,16186897.6617,14617453.5253,-1525148014.6881
1779170400000,15034685.0081,13197500.7963,-1523310830.4763
1779174000000,14963254.1774,12994301.7445,-1521341878.0434
1779177600000,14405911.5263,15608194.9808,-1522544161.4979
1779181200000,20397270.3767,30074269.2347,-1532221160.3559
1779184800000,15258068.5396,22976430.521,-1539939522.3373
1779188400000,11835890.2233,16030831.3985,-1544134463.5125
1779192000000,11037490.8699,11407827.8366,-1544504800.4792
1779195600000,31742611.8554,34678582.1037,-1547440770.7275
1779199200000,40702229.4977,60159203.3265,-1566897744.5563
1779202800000,17169386.8061,15679812.2509,-1565408170.0011
1779206400000,17112560.2694,13395213.2129,-1561690822.9446
1779210000000,16766727.2117,17952692.9899,-1562876788.7228
1779213600000,12853777.0739,13697623.9309,-1563720635.5798
1779217200000,11915003.6663,16319217.7115,-1568124849.625
1779220800000,4654565.8801,5967150.1046,-1569437433.8495
1779224400000,5923587.775,8564373.8361,-1572078219.9106
1779228000000,11171385.8259,16420392.3019,-1577327226.3866
1779231600000,11864801.8375,11823957.0165,-1577286381.5656
1779235200000,12895033.8664,13510795.9826,-1577902143.6818
1779238800000,21788623.9196,20448269.7428,-1576561789.505
1779242400000,22210534.486,24487282.9415,-1578838537.9605
1779246000000,7366808.4421,7451436.5805,-1578923166.0989
1779249600000,8141264.1764,12143041.2873,-1582924943.2098
1779253200000,32681229.1753,19780857.0508,-1570024571.0853
1779256800000,18998422.3539,20419167.2349,-1571445315.9663
1779260400000,10590263.3924,14530448.5675,-1575385501.1414
1779264000000,17597202.9744,15109383.5234,-1572897681.6904
1779267600000,8177426.403,8843618.87,-1573563874.1574
1779271200000,9564326.1319,7087162.9883,-1571086711.0138
1779274800000,7279433.4124,10568034.9817,-1574375312.5831
1779278400000,14622716.3424,13036380.8816,-1572788977.1223
1779282000000,22296790.5631,35679762.8801,-1586171949.4393
1779285600000,42178584.05,40561491.7366,-1584554857.1259
1779289200000,38547962.7258,41540109.204,-1587547003.6041
1779292800000,25115727.7742,26181991.885,-1588613267.7149
1779296400000,24074875.6445,23306782.1317,-1587845174.2021
1779300000000,9484816.6451,13463186.8929,-1591823544.4499
1779303600000,12315593.0174,10255186.4933,-1589763137.9258
1779307200000,10701387.9711,13642141.278,-1592703891.2327
1779310800000,5083899.3379,6916811.1883,-1594536803.0831
1779314400000,18770032.439,16852954.9885,-1592619725.6326
1779318000000,7593320.4023,6320408.162,-1591346813.3923
1779321600000,17857703.0213,12530257.9848,-1586019368.3558
1779325200000,28075984.9652,30587673.2991,-1588531056.6897
1779328800000,13440235.1496,10174382.4698,-1585265204.0099
1779332400000,7514020.058,6484717.8636,-1584235901.8155
1779336000000,8548831.3606,6419082.8087,-1582106153.2636
1779339600000,9585915.1746,16188118.1524,-1588708356.2414
1779343200000,17717759.4236,22832475.5548,-1593823072.3726
1779346800000,25997846.7139,22834274.4696,-1590659500.1283
1779350400000,24590754.0868,24555382.0022,-1590624128.0437
1779354000000,24493227.3291,34525404.9371,-1600656305.6517
1779357600000,50345096.7387,60848228.9006,-1611159437.8136
1779361200000,88369710.9209,85360497.2426,-1608150224.1353
1779364800000,25874633.9299,20551026.1227,-1602826616.3281
1779368400000,34454473.6991,36508075.2604,-1604880217.8894
1779372000000,26240474.0334,25941978.6365,-1604581722.4925
1779375600000,38386027.4805,33802166.9154,-1599997861.9274
1779379200000,19968932.0393,19019777.1738,-1599048707.0619
1779382800000,46851893.4159,49424143.7706,-1601620957.4166
1779386400000,20540750.236,33404760.9171,-1614484968.0977
1779390000000,21973433.0739,14100556.8202,-1606612091.844
1779393600000,9624377.8967,9750313.6758,-1606738027.6231
1779397200000,4234419.0144,5512918.3948,-1608016527.0035
1779400800000,5222394.5241,6723966.5095,-1609518098.9889
1779404400000,7502957.6253,7998326.4962,-1610013467.8598
1779408000000,6679413.1564,7306293.8732,-1610640348.5766
1779411600000,12212037.0284,10101157.8088,-1608529469.357
1779415200000,8518663.6995,9296114.3195,-1609306919.977
1779418800000,4890085.3335,3800730.5031,-1608217565.1466
1779422400000,3813616.4293,6049217.6089,-1610453166.3262
1779426000000,7336138.7634,12378728.1911,-1615495755.7539
1779429600000,11689964.9577,12588578.3983,-1616394369.1945
1779433200000,18708232.2515,12700094.554,-1610386231.497
1779436800000,22913865.2455,28002996.5647,-1615475362.8162
1779440400000,16197115.7122,10406143.0857,-1609684390.1897
1779444000000,7747799.733,9637349.3116,-1611573939.7683
1779447600000,15880927.4458,11499177.5642,-1607192189.8867
1779451200000,19418763.2325,18243945.5969,-1606017372.2511
1779454800000,28690179.0838,27221351.6204,-1604548544.7877
1779458400000,30078250.9828,28744270.2524,-1603214564.0573
1779462000000,14472090.792,14448871.7086,-1603191344.9739
1779465600000,9797077.6081,10269848.8276,-1603664116.1934
1779469200000,14722745.9806,18800278.3202,-1607741648.533
1779472800000,36010810.0505,55854872.2414,-1627585710.7239
1779476400000,70241351.4425,83329411.0687,-1640673770.3501
1779480000000,26210073.6331,25829295.5063,-1640292992.2233
1779483600000,10715499.8957,11163741.1313,-1640741233.4589
1779487200000,13994112.6968,19673160.9661,-1646420281.7282
1779490800000,19628049.7644,28268423.8851,-1655060655.8489
1779494400000,31810098.5839,37919540.2205,-1661170097.4855
1779498000000,11490335.2356,10478392.7575,-1660158155.0074
1779501600000,8529812.5479,8043486.0566,-1659671828.5161
1779505200000,6461432.0906,5725276.9429,-1658935673.3684
1779508800000,3848942.9468,5084696.8882,-1660171427.3098
1779512400000,11262714.8096,11620552.9624,-1660529265.4626
1779516000000,9612961.3773,7158530.3311,-1658074834.4164
1779519600000,114731880.7919,135870074.7166,-1679213028.3411
1779523200000,35148562.5635,32787048.9878,-1676851514.7654
1779526800000,14425214.6822,10469527.0316,-1672895827.1148
1779530400000,9236782.2174,6039818.0313,-1669698862.9287
1779534000000,16952177.3137,6762029.8957,-1659508715.5107
1779537600000,14483949.061,6135089.7447,-1651159856.1944
1779541200000,39986332.9756,25041925.2306,-1636215448.4494
1779544800000,35514736.8045,25364762.4327,-1626065474.0776
1779548400000,25210503.3271,27329384.0212,-1628184354.7717
1779552000000,13631926.2056,19898337.8461,-1634450766.4122
1779555600000,11541242.3149,12033810.4721,-1634943334.5694
1779559200000,34048092.8231,44183490.6676,-1645078732.4139
1779562800000,22745885.3063,21833057.1275,-1644165904.2351
1779566400000,139213903.988,118917469.8874,-1623869470.1345
1779570000000,55583366.7395,60778948.7267,-1629065052.1217
1779573600000,19512788.3378,18320963.0073,-1627873226.7912
1779577200000,12874754.7306,8254520.0117,-1623252992.0723
1779580800000,10302945.8802,10205893.0255,-1623155939.2176
1779584400000,15361551.6705,12249413.5505,-1620043801.0976
1779588000000,15089025.2791,12084589.3273,-1617039365.1458
1779591600000,10435887.5646,12255502.191,-1618858979.7722
1779595200000,5550436.0475,5789430.4183,-1619097974.143
1779598800000,11190770.9212,14500198.2774,-1622407401.4992
1779602400000,18337204.8712,16018306.7566,-1620088503.3846
1779606000000,7800499.0611,15181282.4335,-1627469286.757
1779609600000,6952462.5294,9335582.5386,-1629852406.7662
1779613200000,9729830.1483,8035508.4867,-1628158085.1046
1779616800000,15503318.2356,16659672.5324,-1629314439.4014
1779620400000,8883805.381,8817403.8483,-1629248037.8687
1779624000000,13001852.446,10937014.0984,-1627183199.5211
1779627600000,23928051.7662,23453402.1166,-1626708549.8715
1779631200000,49046958.2806,67496365.1547,-1645157956.7456
1779634800000,9047996.3048,8737452.8258,-1644847413.2666
1779638400000,14953218.3478,12458973.8615,-1642353168.7803
1779642000000,5589527.6097,6436656.8244,-1643200297.995
1779645600000,4505899.1702,6530606.254,-1645225005.0788
1779649200000,5829208.534,4938625.8014,-1644334422.3462
1779652800000,7868464.6348,15795267.7267,-1652261225.4381
1779656400000,27711867.799,38244801.8272,-1662794159.4663
1779660000000,27707108.2482,25918046.6086,-1661005097.8267
1779663600000,15547324.2775,14380146.9209,-1659837920.4701
1779667200000,11864928.2108,10747950.4789,-1658720942.7382
1779670800000,6468144.5241,9880832.9627,-1662133631.1768
1779674400000,16375486.8345,16928302.725,-1662686447.0673
1779678000000,6952330.7972,10735549.9209,-1666469666.191
1779681600000,13010888.9832,12556705.3526,-1666015482.5604
1779685200000,15330310.6259,12144436.8043,-1662829608.7388
1779688800000,43472349.3807,29295160.8796,-1648652420.2377
1779692400000,32468250.1566,24631754.3903,-1640815924.4714
1779696000000,9967452.3481,8618963.4882,-1639467435.6115
1779699600000,15180078.0008,14582986.939,-1638870344.5497
1779703200000,7323173.5716,6558204.9672,-1638105375.9453
1779706800000,16110672.0152,8966911.67,-1630961615.6001
1779710400000,14880248.0028,11013548.4695,-1627094916.0668
1779714000000,7123886.6304,7727184.276,-1627698213.7124
1779717600000,22956187.565,19468725.3199,-1624210751.4673
1779721200000,24030490.656,20468236.2564,-1620648497.0677
1779724800000,21847610.6683,14482088.9223,-1613282975.3217
1779728400000,10777298.6269,16052320.5043,-1618557997.1991
1779732000000,7269551.0964,6905834.9935,-1618194281.0962
1779735600000,10650459.6377,14323339.6143,-1621867161.0728
1779739200000,13595486.0228,16773314.2839,-1625044989.3339
1779742800000,9999198.627,8724408.5707,-1623770199.2776
1779746400000,12680601.7152,16116682.1265,-1627206279.6889
1779750000000,6586905.273,5998162.4824,-1626617536.8983
1779753600000,23843293.7947,31634094.9861,-1634408338.0897
1779757200000,15278189.4611,17794739.4959,-1636924888.1245
1779760800000,12905145.959,20276543.7871,-1644296285.9526
1779764400000,9305221.7407,10572443.5372,-1645563507.7491
1779768000000,6987710.73,8884889.6915,-1647460686.7106
1779771600000,9713422.4919,12430159.3266,-1650177423.5453
1779775200000,8017568.5759,10656652.0513,-1652816507.0207
1779778800000,18973818.0381,18483609.2756,-1652326298.2582
1779782400000,9113761.06,6100099.6044,-1649312636.8026
1779786000000,9414755.3202,9830346.1066,-1649728227.589
1779789600000,46772632.9428,48256626.553,-1651212221.1992
1779793200000,20967832.5775,25002225.5702,-1655246614.1919
1779796800000,24280688.925,25363276.2431,-1656329201.51
1779800400000,25916596.4081,30901966.5793,-1661314571.6812
1779804000000,55246517.9729,68448592.8318,-1674516646.5401
1779807600000,53120871.1658,65292198.6847,-1686687974.059
1779811200000,41281853.6052,55887474.8801,-1701293595.3339
1779814800000,46346920.0357,53766520.7762,-1708713196.0744
1779818400000,19742094.1081,23313988.1196,-1712285090.0859
1779822000000,11639040.1319,12753849.3765,-1713399899.3305
1779825600000,7976100.9342,8840954.2306,-1714264752.6269
1779829200000,8165180.4117,10442977.0849,-1716542549.3001
1779832800000,11158071.4877,11732013.6997,-1717116491.5121
1779836400000,12876682.5006,9223478.332,-1713463287.3435
1779840000000,12729466.009,11618434.1592,-1712352255.4937
1779843600000,8706270.057,11565503.9859,-1715211489.4226
1779847200000,8410344.6519,9450366.617,-1716251511.3877
1779850800000,9264937.7553,11185561.5872,-1718172135.2196
1779854400000,15514854.6114,21732232.9614,-1724389513.5696
1779858000000,12498367.6397,11371527.5052,-1723262673.4351
1779861600000,9416450.8895,9347610.3601,-1723193832.9057
1779865200000,13228006.1826,8818887.4152,-1718784714.1383
1779868800000,27660869.8784,23565175.6871,-1714689019.947
1779872400000,12231469.7788,15238569.3774,-1717696119.5456
1779876000000,11062244.7038,12667996.7412,-1719301871.583
1779879600000,10767408.9957,11456440.0932,-1719990902.6805
1779883200000,26953057.9639,29742567.4275,-1722780412.1441
1779886800000,44051897.0377,62877855.6015,-1741606370.7079
1779890400000,25461003.8016,30633884.5321,-1746779251.4384
1779894000000,29896526.3448,27779946.6589,-1744662671.7525
1779897600000,14379870.0483,19516099.1085,-1749798900.8127
1779901200000,28431547.6694,38007695.0558,-1759375048.1991
1779904800000,16808991.6999,16216751.3091,-1758782807.8083
1779908400000,13065843.5222,11099835.2316,-1756816799.5177
1779912000000,12874065.6426,11073070.4348,-1755015804.3099
1779915600000,41294334.2387,60207552.523,-1773929022.5942
1779919200000,33147584.7591,35854700.8803,-1776636138.7154
1779922800000,22957831.3513,25295440.9655,-1778973748.3296
1779926400000,10591758.7078,16298800.9156,-1784680790.5374
1779930000000,19973521.6079,22112984.6019,-1786820253.5314
1779933600000,10667623.4814,12649708.5987,-1788802338.6487
1779937200000,107704328.1102,140366458.4392,-1821464468.9777
1779940800000,48153571.6268,59715708.0756,-1833026605.4265
1779944400000,22871213.8207,25697274.9534,-1835852666.5592
1779948000000,26624575.7665,20193494.3265,-1829421585.1192
1779951600000,43330444.5135,22059367.535,-1808150508.1407
1779955200000,19213508.7577,18265132.3728,-1807202131.7558
1779958800000,13248592.8768,11867160.0536,-1805820698.9326
1779962400000,15455959.3482,12505263.6142,-1802870003.1986
1779966000000,10436331.4952,14763952.6146,-1807197624.318
1779969600000,14789073.031,19072589.7344,-1811481141.0214
1779973200000,31329975.7401,39109853.8173,-1819261019.0986
1779976800000,69137581.1879,71827133.6326,-1821950571.5433
1779980400000,23254541.3116,22961766.3341,-1821657796.5658
1779984000000,40718413.5087,30754715.6109,-1811694098.668
1779987600000,34712775.4806,35882305.313,-1812863628.5004
1779991200000,23010164.8755,21421725.1403,-1811275188.7652
1779994800000,11181094.9578,18286550.7924,-1818380644.5998
1779998400000,16306290.6604,17499340.6052,-1819573694.5446
1780002000000,16162952.2568,15845088.3193,-1819255830.6071
1780005600000,9765185.5218,12885500.1202,-1822376145.2055
1780009200000,7913770.9173,10093527.4895,-1824555901.7777
1780012800000,10973714.4349,10409931.7418,-1823992119.0846
1780016400000,10124377.8582,9250748.9998,-1823118490.2262
1780020000000,15845078.7706,18879576.3304,-1826152987.786
1780023600000,8136245.0547,7387045.4137,-1825403788.145
1780027200000,9725281.5538,9382196.0665,-1825060702.6577
1780030800000,12668679.6856,10063024.9642,-1822455047.9363
1780034400000,11572736.004,11199116.9471,-1822081428.8794
1780038000000,36587620.356,21527274.8545,-1807021083.3779
1780041600000,17917412.207,20283424.3506,-1809387095.5215
1780045200000,11882206.4002,9579343.5672,-1807084232.6885
1780048800000,7592722.5031,11024342.6616,-1810515852.847
1780052400000,9831597.75,14416225.6469,-1815100480.7439
1780056000000,14627426.7875,19903788.2599,-1820376842.2163
1780059600000,23385636.3597,25877262.397,-1822868468.2536
1780063200000,43559462.0802,51464827.329,-1830773833.5024
1780066800000,99407631.0479,89935757.8614,-1821301960.3159
1780070400000,46302836.7768,33382187.7517,-1808381311.2908
1780074000000,26327357.2078,26151950.551,-1808205904.634
1780077600000,27378975.5264,40620572.0141,-1821447501.1217
1780081200000,16193828.9879,14073994.5213,-1819327666.6551
1780084800000,10390102.7942,10605594.6055,-1819543158.4664
1780088400000,10839613.1408,15626576.862,-1824330122.1876
1780092000000,12291406.3566,10561677.6138,-1822600393.4448
1780095600000,10409232.7735,17344260.6106,-1829535421.2819
1780099200000,5430816.5386,6566258.6416,-1830670863.3849
1780102800000,8457444.2915,8945282.8969,-1831158701.9903
1780106400000,4183367.9658,3837445.6716,-1830812779.6961
1780110000000,7087534.6829,10400076.9541,-1834125321.9673
1780113600000,12189826.2428,18150603.8645,-1840086099.589
1780117200000,15276582.4174,9721768.8885,-1834531286.0601
1780120800000,10426009.9799,6533202.1114,-1830638478.1916
1780124400000,4945655.9299,4671053.3304,-1830363875.5921
1780128000000,1955831.9002,2976512.9497,-1831384556.6416
1780131600000,3109202.0142,2520409.3107,-1830795763.9381
1780135200000,9436967.6142,7195699.2905,-1828554495.6144
1780138800000,2782171.1354,4799481.8217,-1830571806.3007
1780142400000,5397503.9056,3140370.1606,-1828314672.5557
1780146000000,5848318.5527,5435902.1237,-1827902256.1267
1780149600000,22438934.5401,12841974.8529,-1818305296.4395
1780153200000,11449382.0424,13043086.7847,-1819899001.1818
1780156800000,5861278.0346,5697492.3929,-1819735215.5401
1780160400000,8984719.4314,9908397.2934,-1820658893.4021
1780164000000,7831482.2263,5924586.9234,-1818751998.0992
1780167600000,6242533.2149,4867734.9862,-1817377199.8705
1780171200000,4779197.8921,8837160.2669,-1821435162.2453
1780174800000,5861283.049,5112945.7069,-1820686824.9032
1780178400000,5821339.9422,7434888.3059,-1822300373.2669
1780182000000,4335222.1366,4391130.9355,-1822356282.0658
1780185600000,4559390.6404,4938869.7155,-1822735761.1409
1780189200000,11622149.1716,7367521.5628,-1818481133.5321
1780192800000,19132758.6008,14433781.9084,-1813782156.8397
1780196400000,6882690.9298,5162024.4769,-1812061490.3868
1780200000000,3097925.901,3753716.4626,-1812717280.9484
1780203600000,5295862.5304,4396781.0361,-1811818199.4541
1780207200000,5414928.8465,4828722.8047,-1811231993.4123
1780210800000,6339399.9203,7850440.92,-1812743034.412
1780214400000,14224870.8257,7594015.9198,-1806112179.5061
1780218000000,9680725.7445,11064616.3108,-1807496070.0724
1780221600000,13210424.1899,12462498.0029,-1806748143.8854
1780225200000,5801680.9799,3460671.7733,-1804407134.6788
1780228800000,6156452.8758,5652613.1144,-1803903294.9174
1780232400000,6992961.9977,5504135.1867,-1802414468.1064
1780236000000,24207325.8997,33640661.5047,-1811847803.7114
1780239600000,17774410.5483,16912432.9772,-1810985826.1403
1780243200000,14621320.6135,29659079.8719,-1826023585.3987
1780246800000,12548895.1191,19064368.1623,-1832539058.4419
1780250400000,5506660.8063,15321372.876,-1842353770.5116
1780254000000,7721981.3026,17549063.2229,-1852180852.4319
1780257600000,8630036.0217,13179965.0064,-1856730781.4166
1780261200000,14486936.4323,20354869.5718,-1862598714.5561
1780264800000,11235912.0841,19399796.7275,-1870762599.1995
1780268400000,19163306.6787,24818374.3532,-1876417666.874
1780272000000,33537327.5353,55316366.2764,-1898196705.6151
1780275600000,17001680.3264,26578609.4307,-1907773634.7194
1780279200000,21428831.2774,26631658.9172,-1912976462.3592
1780282800000,12909129.0881,23148816.7788,-1923216150.0499
1780286400000,18358550.2283,18378162.2119,-1923235762.0335
1780290000000,15423455.7236,14417602.1453,-1922229908.4552
1780293600000,26987857.6889,25269294.396,-1920511345.1623
1780297200000,30886500.5295,30233271.8801,-1919858116.5129
1780300800000,43278651.1084,34612641.4911,-1911192106.8956
1780304400000,17616585.839,16709385.1185,-1910284906.1751
1780308000000,15131887.7448,13772573.8279,-1908925592.2582
1780311600000,11386213.1905,16127825.8808,-1913667204.9485
1780315200000,40180009.9796,43270261.723,-1916757456.6919
1780318800000,71526393.334,78559599.0332,-1923790662.3911
1780322400000,41245390.1993,42122142.9935,-1924667415.1853
1780326000000,35339882.2423,34058260.3752,-1923385793.3182
1780329600000,40693533.1087,33891232.3023,-1916583492.5118
1780333200000,47567570.5175,34826316.4827,-1903842238.477
1780336800000,22611057.9859,17056913.0399,-1898288093.531
1780340400000,31405653.77,21194177.248,-1888076617.009
1780344000000,13115779.8346,11943278.7335,-1886904115.9079
1780347600000,23342375.8453,29367966.9006,-1892929706.9632
1780351200000,25921772.7142,19834787.088,-1886842721.337
1780354800000,21825444.4838,17215004.4921,-1882232281.3453
1780358400000,10425346.3513,13076654.2956,-1884883589.2896
1780362000000,19126806.2862,20037234.1465,-1885794017.1499
1780365600000,38871851.541,33523543.5981,-1880445709.207
1780369200000,19022256.7774,15718688.6888,-1877142141.1184
1780372800000,13936300.9191,16003168.7397,-1879209008.939
1780376400000,23864817.8954,31947017.717,-1887291208.7606
1780380000000,23908820.5128,23904477.7467,-1887286865.9945
1780383600000,26261665.074,21537479.9053,-1882562680.8258
1780387200000,23094515.291,19116079.2109,-1878584244.7457
1780390800000,26503024.9519,32601467.013,-1884682686.8068
1780394400000,33943843.8034,33346816.9439,-1884085659.9473
1780398000000,16983555.352,13977012.6246,-1881079117.2199
1780401600000,17771609.7863,32391888.0525,-1895699395.4861
1780405200000,33429696.3068,41052216.0072,-1903321915.1865
1780408800000,115110440.5919,132808985.9854,-1921020460.58
1780412400000,160839732.4853,170709175.9111,-1930889904.0058
1780416000000,78327648.1828,60963696.6805,-1913525952.5035
1780419600000,24953088.9074,20646737.6202,-1909219601.2163
1780423200000,24278975.9369,28497656.6607,-1913438281.9401
1780426800000,62600047.3628,75525875.0729,-1926364109.6502
1780430400000,43925194.7191,43192646.0252,-1925631560.9563
1780434000000,21656411.5677,26228210.023,-1930203359.4116
1780437600000,94770705.8638,107848786.9442,-1943281440.492
1780441200000,110155389.3699,136404206.6838,-1969530257.8059
1780444800000,45843372.4876,44661182.0076,-1968348067.3259
1780448400000,27724192.0769,40282209.7471,-1980906084.9961
1780452000000,37830355.109,31876459.8052,-1974952189.6923
1780455600000,81316315.4662,102052414.0005,-1995688288.2266
1780459200000,51083935.3727,36007363.7474,-1980611716.6013
1780462800000,61337304.0492,47621310.2488,-1966895722.8009
1780466400000,38631352.1173,34397070.7512,-1962661441.4348
1780470000000,28747172.1281,22941976.6569,-1956856245.9636
1780473600000,28237921.2465,22317739.0015,-1950936063.7186
1780477200000,32648615.5483,31805138.4758,-1950092586.6461
1780480800000,24785757.1974,24903441.4743,-1950210270.923
1780484400000,17882094.9314,19301021.6253,-1951629197.6169
1780488000000,27485136.3991,28129854.8881,-1952273916.1059
1780491600000,32515253.0792,37809447.885,-1957568110.9117
1780495200000,32590310.7704,39366390.8081,-1964344190.9494
1780498800000,52164813.225,51934763.3527,-1964114141.0771
1780502400000,67261794.07,75276459.8575,-1972128806.8646
1780506000000,35341598.6792,28129574.5938,-1964916782.7792
1780509600000,17113580.4795,18431324.4571,-1966234526.7568
1780513200000,50710647.6632,79076564.4962,-1994600443.5898
1780516800000,71536302.7726,89004313.3267,-2012068454.1439
1780520400000,78417446.8358,59364308.8909,-1993015316.199
1780524000000,44885469.4361,49248613.2672,-1997378460.0301
1780527600000,32627302.4204,35239037.6583,-1999990195.268
